Data,IPEDS ID,Year,NCAA Subdivision,FBS Conference,Total Expenses,Excess Transfers Back,Other Expenses,Medical,Competition Guarantees,Recruiting,Game Expenses and Travel,Facilities and Equipment,Coaches Compensation,Support and Admin Compensation w/Severance,Athletic Student Aid,Total Academic Spending (University-Wide),Total Football Spending,Total Football Coaching Salaries
Arizona State University,104151,2018,Football Bowl Subdivision,Pacific-12 Conference,"$126,782,387 ",$0 ,"$9,549,397 ","$1,630,447 ","$1,763,586 ","$1,543,683 ","$11,221,325 ","$32,377,384 ","$20,838,455 ","$32,149,151 ","$15,708,959 ","$1,728,487,530 ","$52,816,903 ","$8,586,651 "
Arizona State University,104151,2019,Football Bowl Subdivision,Pacific-12 Conference,"$118,404,377 ",$0 ,"$9,815,972 ","$1,536,363 ","$1,445,796 ","$1,617,134 ","$11,472,614 ","$35,353,166 ","$19,920,882 ","$20,666,168 ","$16,576,282 ","$1,929,483,360 ","$31,977,970 ","$7,072,896 "
Arizona State University,104151,2020,Football Bowl Subdivision,Pacific-12 Conference,"$117,912,821 ",$0 ,"$8,949,975 ","$1,855,129 ","$2,777,041 ","$1,342,096 ","$11,172,901 ","$30,484,450 ","$21,578,487 ","$22,920,786 ","$16,831,956 ","$2,304,773,139 ","$40,701,748 ","$8,317,089 "
Arizona State University,104151,2021,Football Bowl Subdivision,Pacific-12 Conference,"$103,772,499 ",$0 ,"$4,531,886 ","$2,356,712 ","$207,992 ","$380,468 ","$6,255,752 ","$28,390,717 ","$22,357,899 ","$21,940,189 ","$17,350,884 ","$2,381,780,895 ","$26,093,543 ","$8,899,443 "
Arizona State University,104151,2022,Football Bowl Subdivision,Pacific-12 Conference,"$124,008,192 ",$0 ,"$9,227,304 ","$2,367,604 ","$1,679,756 ","$1,269,014 ","$14,394,199 ","$29,507,344 ","$24,802,737 ","$23,658,668 ","$17,101,566 ","$2,381,780,895 ","$39,264,216 ","$9,306,528 "
Auburn University,100858,2018,Football Bowl Subdivision,Southeastern Conference,"$139,798,191 ",$0 ,"$16,455,196 ","$935,294 ","$3,887,937 ","$2,083,737 ","$12,219,736 ","$30,525,669 ","$27,013,672 ","$29,678,643 ","$16,998,307 ","$892,070,562 ","$44,380,720 ","$14,947,760 "
Auburn University,100858,2019,Football Bowl Subdivision,Southeastern Conference,"$139,260,711 ",$0 ,"$19,870,195 ","$898,864 ","$4,125,450 ","$2,188,165 ","$11,338,056 ","$30,341,734 ","$28,118,468 ","$26,081,957 ","$16,297,822 ","$853,813,258 ","$47,846,261 ","$15,129,979 "
Auburn University,100858,2020,Football Bowl Subdivision,Southeastern Conference,"$135,816,431 ",$0 ,"$13,549,757 ","$823,611 ","$5,096,579 ","$1,702,093 ","$10,108,053 ","$31,298,623 ","$29,178,886 ","$26,538,147 ","$17,520,682 ","$877,317,546 ","$45,953,518 ","$14,673,550 "
Auburn University,100858,2021,Football Bowl Subdivision,Southeastern Conference,"$133,289,885 ",$0 ,"$6,949,671 ","$802,600 ","$360,000 ","$284,012 ","$8,471,403 ","$29,225,731 ","$29,537,173 ","$41,221,425 ","$16,437,870 ","$925,778,553 ","$51,651,240 ","$15,510,210 "
Auburn University,100858,2022,Football Bowl Subdivision,Southeastern Conference,"$151,590,763 ",$0 ,"$18,404,593 ","$1,412,131 ","$4,215,945 ","$2,730,647 ","$12,571,050 ","$33,866,857 ","$27,717,457 ","$33,633,888 ","$17,038,195 ","$925,778,553 ","$52,254,829 ","$12,663,575 "
Clemson University,217882,2018,Football Bowl Subdivision,Atlantic Coast Conference,"$118,847,123 ",$0 ,"$18,766,468 ","$590,917 ","$1,790,244 ","$2,804,471 ","$13,097,206 ","$19,348,314 ","$24,672,825 ","$21,127,696 ","$16,648,982 ","$785,376,633 ","$46,283,756 ","$15,358,458 "
Clemson University,217882,2019,Football Bowl Subdivision,Atlantic Coast Conference,"$131,978,513 ",$0 ,"$20,761,132 ","$631,322 ","$2,268,846 ","$3,286,007 ","$17,837,464 ","$19,038,595 ","$27,132,917 ","$23,398,968 ","$17,623,262 ","$825,233,018 ","$55,734,030 ","$17,400,171 "
Clemson University,217882,2020,Football Bowl Subdivision,Atlantic Coast Conference,"$131,781,294 ",$0 ,"$19,357,407 ","$851,306 ","$2,023,443 ","$2,350,773 ","$16,085,709 ","$19,934,213 ","$26,941,535 ","$26,091,121 ","$18,145,787 ","$893,438,281 ","$55,990,849 ","$16,823,127 "
Clemson University,217882,2021,Football Bowl Subdivision,Atlantic Coast Conference,"$117,413,403 ",$0 ,"$14,891,113 ","$1,139,375 ","$607,900 ","$297,097 ","$10,211,060 ","$18,675,052 ","$26,761,504 ","$26,658,015 ","$18,172,287 ","$888,610,699 ","$47,981,806 ","$16,634,006 "
Clemson University,217882,2022,Football Bowl Subdivision,Atlantic Coast Conference,"$143,356,820 ",$0 ,"$23,670,791 ","$1,686,321 ","$3,252,500 ","$4,315,503 ","$14,045,777 ","$21,302,957 ","$25,363,940 ","$30,384,716 ","$19,334,315 ","$888,610,699 ","$54,915,721 ","$14,367,096 "
Florida State University,134097,2018,Football Bowl Subdivision,Atlantic Coast Conference,"$158,375,459 ",$0 ,"$44,826,105 ","$2,198,534 ","$2,622,781 ","$2,557,066 ","$19,890,363 ","$24,770,733 ","$29,153,981 ","$20,928,002 ","$11,427,894 ","$1,076,182,301 ","$57,509,044 ","$15,995,182 "
Florida State University,134097,2019,Football Bowl Subdivision,Atlantic Coast Conference,"$150,147,316 ",$0 ,"$32,620,136 ","$1,988,331 ","$3,259,159 ","$2,591,887 ","$13,456,706 ","$39,044,763 ","$24,261,138 ","$21,622,391 ","$11,302,805 ","$1,093,742,138 ","$47,472,432 ","$10,888,781 "
Florida State University,134097,2020,Football Bowl Subdivision,Atlantic Coast Conference,"$155,656,855 ",$0 ,"$24,950,662 ","$1,753,872 ","$3,163,301 ","$1,832,367 ","$10,619,570 ","$36,696,120 ","$25,726,647 ","$39,410,619 ","$11,503,697 ","$1,132,086,363 ","$67,663,922 ","$13,383,861 "
Florida State University,134097,2021,Football Bowl Subdivision,Atlantic Coast Conference,"$121,923,106 ",$0 ,"$28,963,468 ","$1,788,055 ","$504,343 ","$286,103 ","$7,276,189 ","$30,379,007 ","$20,122,052 ","$22,142,112 ","$10,461,777 ","$1,221,472,774 ","$36,751,494 ","$9,491,573 "
Florida State University,134097,2022,Football Bowl Subdivision,Atlantic Coast Conference,"$150,777,734 ",$0 ,"$34,813,122 ","$1,812,040 ","$2,443,718 ","$1,619,148 ","$12,546,828 ","$38,252,948 ","$25,612,597 ","$22,887,687 ","$10,789,646 ","$1,221,472,774 ","$54,558,109 ","$12,633,848 "
Georgia Institute of Technology,139755,2018,Football Bowl Subdivision,Atlantic Coast Conference,"$88,517,077 ",$0 ,"$4,609,919 ","$993,461 ","$4,291,454 ","$1,313,034 ","$7,456,538 ","$27,554,355 ","$14,132,322 ","$16,776,881 ","$11,389,113 ","$1,552,339,985 ","$25,306,907 ","$6,827,760 "
Georgia Institute of Technology,139755,2019,Football Bowl Subdivision,Atlantic Coast Conference,"$96,334,831 ",$0 ,"$2,982,154 ","$872,768 ","$2,054,432 ","$1,851,809 ","$9,510,579 ","$31,669,843 ","$19,071,031 ","$16,452,287 ","$11,869,928 ","$1,658,018,050 ","$31,058,130 ","$11,424,116 "
Georgia Institute of Technology,139755,2020,Football Bowl Subdivision,Atlantic Coast Conference,"$96,137,132 ",$0 ,"$5,603,103 ","$1,251,487 ","$1,439,426 ","$1,512,262 ","$9,631,166 ","$30,336,685 ","$16,375,978 ","$17,970,036 ","$12,016,989 ","$1,811,785,538 ","$27,200,382 ","$7,664,725 "
Georgia Institute of Technology,139755,2021,Football Bowl Subdivision,Atlantic Coast Conference,"$85,999,316 ",$0 ,"$4,155,528 ","$2,022,587 ","$384,000 ","$410,880 ","$7,980,569 ","$29,905,564 ","$15,663,757 ","$13,951,321 ","$11,525,110 ","$1,835,936,268 ","$19,854,441 ","$7,434,688 "
Georgia Institute of Technology,139755,2022,Football Bowl Subdivision,Atlantic Coast Conference,"$104,719,581 ",$0 ,"$7,168,136 ","$1,773,295 ","$3,050,064 ","$1,940,118 ","$10,878,830 ","$32,009,457 ","$18,842,872 ","$15,712,415 ","$13,344,394 ","$1,835,936,268 ","$26,494,520 ","$8,423,339 "
Indiana University-Bloomington,151351,2018,Football Bowl Subdivision,Big Ten Conference,"$116,277,652 ",$0 ,"$9,409,612 ","$1,840,505 ","$4,861,956 ","$2,125,054 ","$10,144,041 ","$30,293,978 ","$18,865,549 ","$22,615,842 ","$16,121,115 ","$1,200,157,478 ","$24,519,779 ","$6,395,319 "
Indiana University-Bloomington,151351,2019,Football Bowl Subdivision,Big Ten Conference,"$114,822,135 ",$0 ,"$9,375,794 ","$1,808,355 ","$4,628,094 ","$2,510,430 ","$11,264,912 ","$26,332,738 ","$20,362,015 ","$22,161,033 ","$16,378,764 ","$1,340,877,952 ","$24,377,368 ","$7,034,578 "
Indiana University-Bloomington,151351,2020,Football Bowl Subdivision,Big Ten Conference,"$120,289,560 ",$0 ,"$8,875,168 ","$1,856,859 ","$4,048,152 ","$1,635,314 ","$11,520,602 ","$27,621,638 ","$23,700,060 ","$23,926,450 ","$17,105,317 ","$1,421,227,887 ","$29,551,780 ","$9,948,467 "
Indiana University-Bloomington,151351,2021,Football Bowl Subdivision,Big Ten Conference,"$102,582,541 ",$0 ,"$5,666,278 ","$1,992,305 ","$793,275 ","$169,761 ","$8,439,871 ","$22,437,417 ","$23,362,068 ","$22,202,729 ","$17,518,837 ","$1,369,905,248 ","$23,938,872 ","$9,500,831 "
Indiana University-Bloomington,151351,2022,Football Bowl Subdivision,Big Ten Conference,"$132,392,596 ",$0 ,"$6,304,122 ","$2,002,772 ","$5,125,868 ","$2,232,533 ","$12,286,304 ","$35,409,254 ","$24,817,011 ","$26,766,349 ","$17,448,383 ","$1,369,905,248 ","$31,835,580 ","$10,861,709 "
Iowa State University,153603,2018,Football Bowl Subdivision,Big 12 Conference,"$88,670,048 ",$0 ,"$13,340,619 ","$979,123 ","$1,045,047 ","$2,038,311 ","$9,387,349 ","$24,893,380 ","$15,224,458 ","$12,659,831 ","$9,101,930 ","$990,559,085 ","$23,844,836 ","$6,915,144 "
Iowa State University,153603,2019,Football Bowl Subdivision,Big 12 Conference,"$95,315,376 ",$0 ,"$15,037,553 ","$943,486 ","$1,255,639 ","$1,883,866 ","$10,867,064 ","$24,378,769 ","$17,622,054 ","$13,808,662 ","$9,518,283 ","$1,008,204,872 ","$27,246,224 ","$8,972,245 "
Iowa State University,153603,2020,Football Bowl Subdivision,Big 12 Conference,"$90,285,606 ",$0 ,"$10,978,871 ","$889,148 ","$2,143,782 ","$1,344,222 ","$9,607,472 ","$23,053,036 ","$18,429,163 ","$14,299,603 ","$9,540,309 ","$1,010,741,700 ","$29,708,542 ","$9,316,913 "
Iowa State University,153603,2021,Football Bowl Subdivision,Big 12 Conference,"$89,008,720 ",$0 ,"$8,142,868 ","$1,920,069 ","$522,041 ","$457,899 ","$6,433,346 ","$21,819,647 ","$17,539,976 ","$22,542,568 ","$9,630,306 ","$1,005,274,936 ","$24,085,630 ","$9,251,367 "
Iowa State University,153603,2022,Football Bowl Subdivision,Big 12 Conference,"$111,227,458 ",$0 ,"$14,573,553 ","$760,382 ","$1,339,119 ","$1,629,048 ","$10,878,442 ","$35,744,096 ","$19,215,272 ","$17,242,773 ","$9,844,773 ","$1,005,274,936 ","$28,664,216 ","$10,345,491 "
Kansas State University,155399,2018,Football Bowl Subdivision,Big 12 Conference,"$77,633,258 ",$0 ,"$11,493,660 ","$1,069,619 ","$2,222,374 ","$1,391,023 ","$10,128,051 ","$11,552,888 ","$15,954,083 ","$14,837,800 ","$8,983,760 ","$715,308,180 ","$19,996,794 ","$7,673,393 "
Kansas State University,155399,2019,Football Bowl Subdivision,Big 12 Conference,"$83,079,244 ",$0 ,"$11,914,541 ","$1,032,284 ","$2,112,722 ","$1,881,111 ","$9,257,949 ","$12,351,558 ","$16,475,868 ","$19,359,416 ","$8,693,795 ","$732,578,574 ","$28,123,254 ","$7,176,295 "
Kansas State University,155399,2020,Football Bowl Subdivision,Big 12 Conference,"$79,785,896 ",$0 ,"$11,127,275 ","$1,096,913 ","$1,849,097 ","$1,580,120 ","$9,869,281 ","$11,913,485 ","$16,703,702 ","$17,490,729 ","$8,155,294 ","$721,038,000 ","$27,385,808 ","$7,936,600 "
Kansas State University,155399,2021,Football Bowl Subdivision,Big 12 Conference,"$87,729,711 ",$0 ,"$9,374,785 ","$1,346,334 ","$1,290,730 ","$524,634 ","$6,482,104 ","$29,672,593 ","$14,280,438 ","$17,036,780 ","$7,721,313 ","$690,255,523 ","$17,527,638 ","$6,621,232 "
Kansas State University,155399,2022,Football Bowl Subdivision,Big 12 Conference,"$82,220,606 ",$0 ,"$12,272,102 ","$1,229,144 ","$2,255,553 ","$1,791,591 ","$10,611,133 ","$10,391,043 ","$17,963,261 ","$16,270,825 ","$9,435,954 ","$690,255,523 ","$24,148,400 ","$8,405,778 "
Louisiana State University and Agricultural & Mechanical College,159391,2018,Football Bowl Subdivision,Southeastern Conference,"$145,351,316 ","$7,899,796 ","$22,562,101 ","$967,368 ","$3,101,065 ","$2,661,602 ","$15,657,345 ","$28,787,041 ","$26,957,740 ","$20,785,856 ","$15,971,402 ","$955,346,127 ","$31,561,996 ","$12,727,009 "
Louisiana State University and Agricultural & Mechanical College,159391,2019,Football Bowl Subdivision,Southeastern Conference,"$157,925,522 ","$8,947,642 ","$25,491,472 ","$1,072,347 ","$4,070,657 ","$3,200,886 ","$18,731,643 ","$26,636,568 ","$28,897,786 ","$23,725,917 ","$17,150,604 ","$923,852,059 ","$35,319,160 ","$13,353,587 "
Louisiana State University and Agricultural & Mechanical College,159391,2020,Football Bowl Subdivision,Southeastern Conference,"$164,026,005 ","$8,434,990 ","$21,411,451 ","$1,251,137 ","$3,770,454 ","$2,789,241 ","$18,406,467 ","$29,901,214 ","$33,976,175 ","$27,328,641 ","$16,756,235 ","$807,660,186 ","$41,403,966 ","$19,083,184 "
Louisiana State University and Agricultural & Mechanical College,159391,2021,Football Bowl Subdivision,Southeastern Conference,"$131,855,613 ","$340,160 ","$16,009,599 ","$5,089,783 ","$317,734 ","$610,013 ","$11,585,566 ","$24,538,221 ","$32,407,822 ","$27,346,860 ","$13,609,855 ","$895,484,874 ","$30,822,136 ","$16,501,799 "
Louisiana State University and Agricultural & Mechanical College,159391,2022,Football Bowl Subdivision,Southeastern Conference,"$197,365,660 ","$4,595,261 ","$37,951,631 ","$1,708,872 ","$5,119,525 ","$2,407,564 ","$20,415,998 ","$28,843,874 ","$43,982,836 ","$38,684,896 ","$13,655,203 ","$895,484,874 ","$59,384,456 ","$25,009,493 "
Michigan State University,171100,2018,Football Bowl Subdivision,Big Ten Conference,"$137,416,056 ",$0 ,"$12,989,983 ","$1,622,542 ","$3,045,301 ","$1,689,263 ","$15,372,528 ","$45,394,544 ","$22,898,835 ","$18,514,447 ","$15,888,613 ","$2,593,643,040 ","$38,055,535 ","$9,806,443 "
Michigan State University,171100,2019,Football Bowl Subdivision,Big Ten Conference,"$135,655,740 ",$0 ,"$13,496,228 ","$1,848,476 ","$3,920,447 ","$1,779,251 ","$18,570,737 ","$33,717,911 ","$24,781,169 ","$20,634,372 ","$16,907,149 ","$2,136,001,798 ","$37,310,953 ","$10,636,171 "
Michigan State University,171100,2020,Football Bowl Subdivision,Big Ten Conference,"$148,453,353 ",$0 ,"$15,274,056 ","$1,720,286 ","$3,391,489 ","$1,570,548 ","$14,539,591 ","$39,123,067 ","$33,396,451 ","$22,720,494 ","$16,717,371 ","$2,215,333,402 ","$48,899,016 ","$19,189,126 "
Michigan State University,171100,2021,Football Bowl Subdivision,Big Ten Conference,"$104,951,574 ",$0 ,"$5,785,291 ","$1,666,609 ","$329,520 ","$407,685 ","$4,808,773 ","$28,889,391 ","$25,147,697 ","$21,198,847 ","$16,717,761 ","$2,057,924,613 ","$28,259,575 ","$12,289,682 "
Michigan State University,171100,2022,Football Bowl Subdivision,Big Ten Conference,"$156,449,795 ",$0 ,"$10,575,442 ","$1,964,316 ","$7,022,318 ","$1,912,808 ","$15,436,374 ","$44,272,796 ","$34,708,534 ","$23,483,194 ","$17,074,013 ","$2,057,924,613 ","$51,227,199 ","$17,232,135 "
Mississippi State University,176080,2018,Football Bowl Subdivision,Southeastern Conference,"$93,573,141 ","$3,778,749 ","$9,565,836 ","$899,810 ","$1,940,898 ","$1,353,555 ","$12,638,092 ","$23,598,444 ","$17,824,878 ","$12,206,218 ","$9,766,661 ","$618,673,084 ","$23,226,169 ","$8,476,715 "
Mississippi State University,176080,2019,Football Bowl Subdivision,Southeastern Conference,"$104,198,109 ","$5,365,494 ","$8,998,473 ","$1,056,947 ","$1,902,855 ","$1,264,018 ","$13,912,034 ","$28,364,642 ","$18,981,347 ","$13,617,483 ","$10,734,816 ","$583,548,679 ","$24,026,196 ","$8,006,650 "
Mississippi State University,176080,2020,Football Bowl Subdivision,Southeastern Conference,"$108,174,698 ","$4,444,929 ","$10,563,593 ","$1,066,005 ","$2,944,019 ","$1,141,044 ","$11,750,368 ","$26,893,637 ","$19,698,082 ","$19,098,739 ","$10,574,282 ","$620,316,084 ","$30,506,616 ","$9,385,488 "
Mississippi State University,176080,2021,Football Bowl Subdivision,Southeastern Conference,"$96,298,830 ","$4,222,932 ","$8,148,224 ","$3,969,859 ","$677,666 ","$102,430 ","$8,674,136 ","$24,732,606 ","$20,281,612 ","$15,464,393 ","$10,024,972 ","$635,483,449 ","$22,941,019 ","$10,105,053 "
Mississippi State University,176080,2022,Football Bowl Subdivision,Southeastern Conference,"$108,477,381 ","$2,635,759 ","$13,785,946 ","$1,076,119 ","$1,940,477 ","$1,567,590 ","$12,733,353 ","$23,805,800 ","$23,000,678 ","$17,246,131 ","$10,685,528 ","$635,483,449 ","$29,095,668 ","$12,188,752 "
North Carolina State University at Raleigh,199193,2018,Football Bowl Subdivision,Atlantic Coast Conference,"$86,756,449 ",$0 ,"$7,911,371 ","$1,433,501 ","$1,927,096 ","$1,781,451 ","$11,446,379 ","$12,534,291 ","$19,025,098 ","$17,545,735 ","$13,151,527 ","$1,244,580,230 ","$23,852,213 ","$7,840,568 "
North Carolina State University at Raleigh,199193,2019,Football Bowl Subdivision,Atlantic Coast Conference,"$90,100,025 ",$0 ,"$10,276,573 ","$1,500,855 ","$2,505,313 ","$2,116,392 ","$11,298,846 ","$11,187,438 ","$19,882,688 ","$17,881,025 ","$13,450,895 ","$1,307,015,254 ","$25,134,249 ","$7,965,779 "
North Carolina State University at Raleigh,199193,2020,Football Bowl Subdivision,Atlantic Coast Conference,"$88,722,096 ",$0 ,"$9,584,963 ","$1,482,876 ","$2,368,992 ","$1,703,302 ","$9,064,477 ","$11,335,477 ","$19,814,666 ","$19,859,276 ","$13,508,067 ","$1,324,967,779 ","$24,254,256 ","$7,735,788 "
North Carolina State University at Raleigh,199193,2021,Football Bowl Subdivision,Atlantic Coast Conference,"$78,215,264 ",$0 ,"$7,592,015 ","$3,850,163 ","$796,812 ","$225,333 ","$6,649,173 ","$9,700,225 ","$18,817,305 ","$17,138,089 ","$13,446,149 ","$1,309,417,155 ","$21,716,372 ","$7,784,986 "
North Carolina State University at Raleigh,199193,2022,Football Bowl Subdivision,Atlantic Coast Conference,"$100,991,410 ",$0 ,"$11,918,293 ","$1,524,870 ","$3,007,922 ","$1,927,683 ","$14,040,521 ","$11,748,319 ","$24,779,120 ","$19,972,722 ","$12,071,960 ","$1,309,417,155 ","$31,884,539 ","$10,477,603 "
Oklahoma State University,207388,2018,Football Bowl Subdivision,Big 12 Conference,"$88,228,667 ",$0 ,"$13,940,309 ","$1,374,672 ","$1,146,945 ","$1,817,717 ","$11,214,258 ","$15,811,309 ","$18,373,484 ","$17,093,328 ","$7,456,645 ","$596,302,057 ","$22,467,863 ","$9,201,203 "
Oklahoma State University,207388,2019,Football Bowl Subdivision,Big 12 Conference,"$95,008,483 ",$0 ,"$11,384,709 ","$1,016,901 ","$1,979,832 ","$1,770,395 ","$11,496,039 ","$20,317,972 ","$20,571,085 ","$18,699,865 ","$7,771,685 ","$604,769,515 ","$24,289,694 ","$10,164,504 "
Oklahoma State University,207388,2020,Football Bowl Subdivision,Big 12 Conference,"$92,501,090 ",$0 ,"$10,553,547 ","$1,008,446 ","$1,127,749 ","$1,235,392 ","$10,092,448 ","$19,742,236 ","$21,292,178 ","$19,803,959 ","$7,645,135 ","$636,851,073 ","$24,398,875 ","$10,555,845 "
Oklahoma State University,207388,2021,Football Bowl Subdivision,Big 12 Conference,"$78,691,353 ",$0 ,"$7,156,042 ","$1,334,807 ","$409,163 ","$335,213 ","$6,853,272 ","$18,708,029 ","$18,622,949 ","$17,587,104 ","$7,684,774 ","$644,083,925 ","$18,693,885 ","$9,202,113 "
Oklahoma State University,207388,2022,Football Bowl Subdivision,Big 12 Conference,"$103,317,156 ",$0 ,"$11,900,093 ","$1,092,273 ","$1,541,226 ","$1,272,975 ","$13,343,210 ","$22,378,376 ","$25,149,764 ","$18,083,234 ","$8,556,005 ","$644,083,925 ","$29,271,573 ","$12,981,319 "
